Ms,maxfield,t
-1750.0,6.5183372530087915,7887.0
-1772.0,6.470559615694423,7888.0
-1718.0,6.4225265317658,7889.0
-1782.0,6.374239897486937,7890.0
-1782.0,6.3257016191312605,7891.0
-1788.0,6.276913612907052,7892.0
-1798.0,6.227877804881148,7893.0
-1824.0,6.178596130903341,7894.0
-1794.0,6.129070536529737,7895.0
-1820.0,6.0793029769460585,7896.0
-1844.0,6.029295416890226,7897.0
-1860.0,5.979049830575256,7898.0
-1858.0,5.928568201610634,7899.0
-1890.0,5.877852522924748,7900.0
-1898.0,5.826904796685809,7901.0
-1898.0,5.775727034222699,7902.0
-1904.0,5.724321255945906,7903.0
-1880.0,5.672689491267536,7904.0
-1920.0,5.620833778521311,7905.0
-1896.0,5.568756164881917,7906.0
-1936.0,5.5164587062843715,7907.0
-2012.0,5.463943467342735,7908.0
-1990.0,5.411212521268776,7909.0
-1988.0,5.358267949789957,7910.0
-1990.0,5.305111843067364,7911.0
-2004.0,5.251746299612954,7912.0
-2056.0,5.198173426207065,7913.0
-1996.0,5.144395337815007,7914.0
-2044.0,5.090414157503751,7915.0
-2020.0,5.03623201635768,7916.0
-2084.0,4.981851053394953,7917.0
-2040.0,4.927273415482933,7918.0
-2104.0,4.872501257253313,7919.0
-2110.0,4.817536741017177,7920.0
-2084.0,4.762382036679388,7921.0
-2150.0,4.707039321653294,7922.0
-2122.0,4.651510780774649,7923.0
-2148.0,4.595798606214917,7924.0
-2196.0,4.539904997395478,7925.0
-2168.0,4.483832160900368,7926.0
-2192.0,4.427582310389033,7927.0
-2246.0,4.371157666509318,7928.0
-2228.0,4.31456045680955,7929.0
-2272.0,4.257792915650723,7930.0
-2294.0,4.200857284118159,7931.0
-2284.0,4.143755809932909,7932.0
-2290.0,4.08649074736353,7933.0
-2288.0,4.029064357136637,7934.0
-2320.0,3.971478906347853,7935.0
-2314.0,3.9137366683720423,7936.0
-2350.0,3.855839922773954,7937.0
-2356.0,3.7977909552179705,7938.0
-2376.0,3.739592057378,7939.0
-2382.0,3.681245526846812,7940.0
-2412.0,3.6227536670455263,7941.0
-2404.0,3.564118787132547,7942.0
-2416.0,3.5053432019126007,7943.0
-2426.0,3.4464292317451513,7944.0
-2410.0,3.3873792024529314,7945.0
-2454.0,3.3281954452298548,7946.0
-2448.0,3.268880296549383,7947.0
-2456.0,3.2094360980721577,7948.0
-2440.0,3.1498651965530806,7949.0
-2438.0,3.0901699437495447,7950.0
-2460.0,3.03035269632778,7951.0
-2480.0,2.9704158157703593,7952.0
-2468.0,2.9103616682826985,7953.0
-2470.0,2.850192624699779,7954.0
-2478.0,2.78991106039228,7955.0
-2480.0,2.7295193551732093,7956.0
-2484.0,2.669019893203819,7957.0
-2478.0,2.6084150628990024,7958.0
-2482.0,2.547707256833893,7959.0
-2482.0,2.4868988716485885,7960.0
-2494.0,2.4259923079540844,7961.0
-2490.0,2.364989970237226,7962.0
-2488.0,2.3038942667659237,7963.0
-2484.0,2.2427076094937988,7964.0
-2494.0,2.18143241396552,7965.0
-2484.0,2.12007109922061,7966.0
-2492.0,2.0586260876988463,7967.0
-2494.0,1.9970998051440725,7968.0
-2496.0,1.9354946805086435,7969.0
-2494.0,1.8738131458572562,7970.0
-2490.0,1.8120576362713525,7971.0
-2494.0,1.7502305897527082,7972.0
-2498.0,1.6883344471273953,7973.0
-2492.0,1.6263716519489315,7974.0
-2492.0,1.564344650402373,7975.0
-2496.0,1.5022558912076036,7976.0
-2500.0,1.4401078255225235,7977.0
-2496.0,1.3779029068464217,7978.0
-2494.0,1.3156435909228348,7979.0
-2500.0,1.2533323356430206,7980.0
-2498.0,1.1909716009486444,7981.0
-2494.0,1.1285638487348735,7982.0
-2498.0,1.0661115427526244,7983.0
-2498.0,1.0036171485122134,7984.0
-2496.0,0.9410831331851763,7985.0
-2498.0,0.8785119655074334,7986.0
-2498.0,0.8159061156815456,7987.0
-2496.0,0.7532680552793367,7988.0
-2496.0,0.690600257144036,7989.0
-2498.0,0.6279051952932219,7990.0
-2496.0,0.5651853448203018,7991.0
-2500.0,0.5024431817977206,7992.0
-2500.0,0.43968118317871346,7993.0
-2494.0,0.3769018266993782,7994.0
-2498.0,0.31410759078128425,7995.0
-2500.0,0.25130095443334444,7996.0
-2498.0,0.18848439715409085,7997.0
-2500.0,0.12566039883350355,7998.0
-2494.0,0.06283143965567747,7999.0
-2496.0,5.6346132373510016e-14,8000.0
-2498.0,-0.06283143965556479,8001.0
-2500.0,-0.12566039883353297,8002.0
-2496.0,-0.18848439715404922,8003.0
-2498.0,-0.25130095443337386,8004.0
-2500.0,-0.31410759078131356,8005.0
-2498.0,-0.37690182669940764,8006.0
-2498.0,-0.43968118317860083,8007.0
-2500.0,-0.502443181797608,8008.0
-2498.0,-0.5651853448201893,8009.0
-2498.0,-0.6279051952931094,8010.0
-2500.0,-0.6906002571440651,8011.0
-2496.0,-0.7532680552792952,8012.0
-2498.0,-0.8159061156815749,8013.0
-2500.0,-0.8785119655074626,8014.0
-2498.0,-0.941083133185064,8015.0
-2498.0,-1.0036171485121013,8016.0
-2498.0,-1.0661115427525831,8017.0
-2498.0,-1.1285638487347616,8018.0
-2498.0,-1.1909716009486735,8019.0
-2492.0,-1.2533323356430501,8020.0
-2490.0,-1.3156435909228639,8021.0
-2498.0,-1.3779029068463804,8022.0
-2500.0,-1.4401078255225528,8023.0
-2498.0,-1.5022558912074924,8024.0
-2498.0,-1.5643446504022618,8025.0
-2498.0,-1.6263716519488203,8026.0
-2488.0,-1.6883344471272843,8027.0
-2498.0,-1.750230589752737,8028.0
-2492.0,-1.8120576362713814,8029.0
-2492.0,-1.873813145857285,8030.0
-2494.0,-1.9354946805086026,8031.0
-2498.0,-1.9970998051440316,8032.0
-2492.0,-2.058626087698736,8033.0
-2490.0,-2.1200710992205,8034.0
-2492.0,-2.1814324139654104,8035.0
-2494.0,-2.2427076094938276,8036.0
-2486.0,-2.3038942667658833,8037.0
-2480.0,-2.364989970237255,8038.0
-2476.0,-2.425992307954113,8039.0
-2482.0,-2.4868988716484792,8040.0
-2490.0,-2.547707256833784,8041.0
-2478.0,-2.608415062898893,8042.0
-2484.0,-2.6690198932037106,8043.0
-2484.0,-2.7295193551732377,8044.0
-2458.0,-2.789911060392308,8045.0
-2472.0,-2.8501926246997393,8046.0
-2474.0,-2.9103616682827265,8047.0
-2468.0,-2.9704158157703873,8048.0
-2454.0,-3.0303526963276726,8049.0
-2466.0,-3.090169943749437,8050.0
-2458.0,-3.149865196553041,8051.0
-2448.0,-3.209436098072051,8052.0
-2436.0,-3.2688802965494106,8053.0
-2438.0,-3.3281954452298823,8054.0
-2432.0,-3.3873792024529594,8055.0
-2428.0,-3.446429231745179,8056.0
-2396.0,-3.5053432019124946,8057.0
-2436.0,-3.5641187871324416,8058.0
-2398.0,-3.6227536670454215,8059.0
-2394.0,-3.681245526846773,8060.0
-2390.0,-3.739592057377962,8061.0
-2364.0,-3.797790955217998,8062.0
-2308.0,-3.8558399227739812,8063.0
-2326.0,-3.913736668372069,8064.0
-2330.0,-3.9714789063478144,8065.0
-2346.0,-4.029064357136534,8066.0
-2308.0,-4.0864907473634275,8067.0
-2330.0,-4.143755809932807,8068.0
-2260.0,-4.200857284118057,8069.0
-2258.0,-4.257792915650685,8070.0
-2238.0,-4.314560456809577,8071.0
-2214.0,-4.371157666509345,8072.0
-2206.0,-4.4275823103890595,8073.0
-2236.0,-4.483832160900267,8074.0
-2204.0,-4.539904997395442,8075.0
-2178.0,-4.595798606214817,8076.0
-2210.0,-4.651510780774551,8077.0
-2210.0,-4.70703932165332,8078.0
-2094.0,-4.762382036679414,8079.0
-2090.0,-4.817536741017141,8080.0
-2120.0,-4.872501257253338,8081.0
-2086.0,-4.927273415482834,8082.0
-2064.0,-4.9818510533948555,8083.0
-2048.0,-5.036232016357582,8084.0
-2056.0,-5.090414157503654,8085.0
-2016.0,-5.144395337815032,8086.0
-2010.0,-5.19817342620709,8087.0
-2078.0,-5.25174629961298,8088.0
-1972.0,-5.30511184306733,8089.0
-2016.0,-5.358267949789981,8090.0
-1966.0,-5.411212521268681,8091.0
-1956.0,-5.46394346734264,8092.0
-1936.0,-5.516458706284277,8093.0
-1946.0,-5.568756164881882,8094.0
-1896.0,-5.620833778521275,8095.0
-1950.0,-5.672689491267561,8096.0
-1924.0,-5.72432125594593,8097.0
-1918.0,-5.775727034222723,8098.0
-1868.0,-5.826904796685718,8099.0
-1888.0,-5.877852522924657,8100.0
-1914.0,-5.928568201610544,8101.0
-1854.0,-5.979049830575166,8102.0
-1854.0,-6.029295416890249,8103.0
-1850.0,-6.079302976946025,8104.0
-1838.0,-6.129070536529761,8105.0
-1762.0,-6.178596130903364,8106.0
-1802.0,-6.22787780488117,8107.0
-1812.0,-6.276913612906964,8108.0
-1786.0,-6.3257016191312285,8109.0
-1746.0,-6.37423989748685,8110.0
-1766.0,-6.422526531765822,8111.0
-1750.0,-6.470559615694445,8112.0
-1766.0,-6.518337253008814,8113.0
-1810.0,-6.565857557529561,8114.0
-1728.0,-6.61311865323654,8115.0
-1718.0,-6.660118674342454,8116.0
-1694.0,-6.706855765367161,8117.0
-1730.0,-6.753328081210229,8118.0
-1696.0,-6.7995337872241475,8119.0
-1686.0,-6.845471059286866,8120.0
-1708.0,-6.8911380838734875,8121.0
-1668.0,-6.936533058128075,8122.0
-1678.0,-6.981654189934724,8123.0
-1672.0,-7.026499697988461,8124.0
-1662.0,-7.071067811865417,8125.0
-1680.0,-7.115356772092817,8126.0
-1672.0,-7.159364830218298,8127.0
-1666.0,-7.203090248879077,8128.0
-1646.0,-7.246531301870447,8129.0
-1646.0,-7.289686274214118,8130.0
-1606.0,-7.332553462225624,8131.0
-1616.0,-7.375131173581783,8132.0
-1628.0,-7.417417727387363,8133.0
-1638.0,-7.459411454241765,8134.0
-1598.0,-7.501110696304561,8135.0
-1572.0,-7.542513807361026,8136.0
-1602.0,-7.583619152887227,8137.0
-1574.0,-7.624425110114461,8138.0
-1582.0,-7.664930068093501,8139.0
-1548.0,-7.705132427757915,8140.0
-1556.0,-7.74503060198729,8141.0
-1576.0,-7.784623015670206,8142.0
-1556.0,-7.823908105765875,8143.0
-1554.0,-7.862884321366157,8144.0
-1554.0,-7.901550123756892,8145.0
-1540.0,-7.9399039864783605,8146.0
-1574.0,-7.9779443953857365,8147.0
-1532.0,-8.015669848708768,8148.0
-1530.0,-8.053078857111156,8149.0
-1544.0,-8.09016994374943,8150.0
-1536.0,-8.126941644330914,8151.0
-1542.0,-8.163392507171833,8152.0
-1502.0,-8.199521093254493,8153.0
-1506.0,-8.235325976284264,8154.0
-1494.0,-8.270805742745624,8155.0
-1514.0,-8.305958991958152,8156.0
-1494.0,-8.340784336131716,8157.0
-1482.0,-8.37528040042136,8158.0
-1488.0,-8.40944582298165,8159.0
-1528.0,-8.443279255020128,8160.0
-1470.0,-8.476779360850827,8161.0
-1452.0,-8.509944817946892,8162.0
-1456.0,-8.542774316992942,8163.0
-1462.0,-8.57526656193653,8164.0
-1442.0,-8.607420270039459,8165.0
-1476.0,-8.639234171928319,8166.0
-1448.0,-8.670707011644884,8167.0
-1438.0,-8.70183754669522,8168.0
-1480.0,-8.732624548099182,8169.0
-1448.0,-8.763066800438631,8170.0
-1470.0,-8.793163101905572,8171.0
-1440.0,-8.822912264349524,8172.0
-1472.0,-8.852313113324557,8173.0
-1420.0,-8.881364488135466,8174.0
-1444.0,-8.910065241883649,8175.0
-1434.0,-8.938414241512621,8176.0
-1420.0,-8.966410367852326,8177.0
-1406.0,-8.994052515663691,8178.0
-1408.0,-9.021339593682024,8179.0
-1422.0,-9.048270524660204,8180.0
-1450.0,-9.074844245411162,8181.0
-1398.0,-9.101059706849963,8182.0
-1400.0,-9.126915874034989,8183.0
-1402.0,-9.15241172620915,8184.0
-1384.0,-9.177546256839799,8185.0
-1420.0,-9.202318473658703,8186.0
-1438.0,-9.226727398701133,8187.0
-1378.0,-9.250772068344578,8188.0
-1412.0,-9.274451533346621,8189.0
-1366.0,-9.297764858882534,8190.0
-1364.0,-9.320711124582088,8191.0
-1362.0,-9.343289424566086,8192.0
-1366.0,-9.3654988674819,8193.0
-1390.0,-9.38733857653873,8194.0
-1350.0,-9.408807689542254,8195.0
-1368.0,-9.42990535892863,8196.0
-1352.0,-9.450630751798045,8197.0
-1400.0,-9.47098304994745,8198.0
-1368.0,-9.490961449902963,8199.0
-1356.0,-9.510565162951519,8200.0
-1342.0,-9.52979341517218,8201.0
-1402.0,-9.548645447466411,8202.0
-1364.0,-9.567120515588295,8203.0
-1358.0,-9.585217890173759,8204.0
-1370.0,-9.602936856769439,8205.0
-1368.0,-9.620276715860856,8206.0
-1354.0,-9.637236782900104,8207.0
-1370.0,-9.653816388332716,8208.0
-1388.0,-9.670014877624336,8209.0
-1390.0,-9.685831611286305,8210.0
-1280.0,-9.701265964901042,8211.0
-1348.0,-9.716317329146731,8212.0
-1336.0,-9.730985109821265,8213.0
-1370.0,-9.745268727865778,8214.0
-1320.0,-9.759167619387473,8215.0
-1330.0,-9.77268123568194,8216.0
-1378.0,-9.785809043254703,8217.0
-1324.0,-9.798550523842458,8218.0
-1354.0,-9.810905174433337,8219.0
-1336.0,-9.822872507286888,8220.0
-1356.0,-9.83445204995329,8221.0
-1364.0,-9.845643345292054,8222.0
-1356.0,-9.856445951489986,8223.0
-1326.0,-9.86685944207869,8224.0
-1322.0,-9.87688340595137,8225.0
-1338.0,-9.886517447379127,8226.0
-1320.0,-9.895761186026501,8227.0
-1292.0,-9.904614256966509,8228.0
-1330.0,-9.913076310695066,8229.0
-1340.0,-9.921147013144774,8230.0
-1320.0,-9.928826045698138,8231.0
-1348.0,-9.936113105200088,8232.0
-1326.0,-9.943007903969981,8233.0
-1332.0,-9.949510169812998,8234.0
-1344.0,-9.955619646030799,8235.0
-1302.0,-9.96133609143172,8236.0
-1332.0,-9.966659280340297,8237.0
-1304.0,-9.971589002606141,8238.0
-1328.0,-9.976125063612255,8239.0
-1322.0,-9.980267284282716,8240.0
-1302.0,-9.984015501089752,8241.0
-1328.0,-9.98736956606017,8242.0
-1340.0,-9.990329346781245,8243.0
-1318.0,-9.992894726405892,8244.0
-1342.0,-9.995065603657313,8245.0
-1322.0,-9.996841892833,8246.0
-1322.0,-9.998223523808091,8247.0
-1304.0,-9.999210442038162,8248.0
-1304.0,-9.999802608561371,8249.0
-1332.0,-10.0,8250.0
-1332.0,-9.999802608561373,8251.0
-1320.0,-9.999210442038162,8252.0
-1320.0,-9.998223523808091,8253.0
-1350.0,-9.996841892833,8254.0
-1308.0,-9.995065603657316,8255.0
-1344.0,-9.992894726405892,8256.0
-1330.0,-9.990329346781246,8257.0
-1328.0,-9.987369566060178,8258.0
-1312.0,-9.984015501089752,8259.0
-1332.0,-9.98026728428272,8260.0
-1302.0,-9.976125063612255,8261.0
-1328.0,-9.971589002606141,8262.0
-1314.0,-9.966659280340298,8263.0
-1322.0,-9.961336091431725,8264.0
-1336.0,-9.955619646030799,8265.0
-1318.0,-9.949510169812998,8266.0
-1346.0,-9.943007903969995,8267.0
-1326.0,-9.93611310520009,8268.0
-1306.0,-9.928826045698147,8269.0
-1374.0,-9.921147013144784,8270.0
-1330.0,-9.913076310695068,8271.0
-1292.0,-9.904614256966509,8272.0
-1332.0,-9.895761186026512,8273.0
-1368.0,-9.886517447379138,8274.0
-1348.0,-9.876883405951393,8275.0
-1320.0,-9.866859442078692,8276.0
-1334.0,-9.856445951489988,8277.0
-1364.0,-9.845643345292054,8278.0
-1346.0,-9.834452049953304,8279.0
-1362.0,-9.82287250728689,8280.0
-1304.0,-9.810905174433337,8281.0
-1354.0,-9.798550523842458,8282.0
-1338.0,-9.78580904325472,8283.0
-1330.0,-9.772681235681956,8284.0
-1358.0,-9.759167619387489,8285.0
-1344.0,-9.74526872786578,8286.0
-1348.0,-9.730985109821267,8287.0
-1356.0,-9.716317329146749,8288.0
-1328.0,-9.701265964901062,8289.0
-1322.0,-9.685831611286307,8290.0
-1396.0,-9.670014877624338,8291.0
-1378.0,-9.653816388332753,8292.0
-1338.0,-9.637236782900105,8293.0
-1356.0,-9.620276715860879,8294.0
-1362.0,-9.60293685676944,8295.0
-1338.0,-9.58521789017376,8296.0
-1374.0,-9.567120515588298,8297.0
-1328.0,-9.548645447466434,8298.0
-1352.0,-9.529793415172183,8299.0
-1368.0,-9.510565162951565,8300.0
-1324.0,-9.490961449902965,8301.0
-1354.0,-9.470983049947453,8302.0
-1376.0,-9.450630751798071,8303.0
-1404.0,-9.429905358928657,8304.0
-1382.0,-9.408807689542257,8305.0
-1328.0,-9.387338576538731,8306.0
-1368.0,-9.365498867481929,8307.0
-1372.0,-9.343289424566114,8308.0
-1374.0,-9.320711124582143,8309.0
-1380.0,-9.297764858882537,8310.0
-1402.0,-9.274451533346625,8311.0
-1368.0,-9.25077206834458,8312.0
-1392.0,-9.226727398701161,8313.0
-1404.0,-9.202318473658705,8314.0
-1414.0,-9.1775462568398,8315.0
-1400.0,-9.152411726209152,8316.0
-1400.0,-9.12691587403505,8317.0
-1374.0,-9.101059706849995,8318.0
-1406.0,-9.074844245411194,8319.0
-1414.0,-9.048270524660207,8320.0
-1400.0,-9.021339593682027,8321.0
-1438.0,-8.994052515663727,8322.0
-1426.0,-8.966410367852362,8323.0
-1432.0,-8.938414241512625,8324.0
-1424.0,-8.910065241883652,8325.0
-1444.0,-8.88136448813547,8326.0
-1442.0,-8.852313113324561,8327.0
-1436.0,-8.822912264349561,8328.0
-1432.0,-8.793163101905575,8329.0
-1434.0,-8.763066800438635,8330.0
-1458.0,-8.732624548099185,8331.0
-1464.0,-8.701837546695259,8332.0
-1438.0,-8.670707011644886,8333.0
-1464.0,-8.639234171928395,8334.0
-1510.0,-8.607420270039462,8335.0
-1470.0,-8.575266561936534,8336.0
-1480.0,-8.542774316992983,8337.0
-1474.0,-8.509944817946932,8338.0
-1516.0,-8.47677936085083,8339.0
-1458.0,-8.443279255020132,8340.0
-1494.0,-8.409445822981693,8341.0
-1490.0,-8.375280400421442,8342.0
-1512.0,-8.340784336131758,8343.0
-1498.0,-8.305958991958155,8344.0
-1484.0,-8.27080574274563,8345.0
-1512.0,-8.235325976284267,8346.0
-1514.0,-8.199521093254539,8347.0
-1464.0,-8.163392507171837,8348.0
-1544.0,-8.126941644330918,8349.0
-1508.0,-8.090169943749434,8350.0
-1516.0,-8.053078857111245,8351.0
-1552.0,-8.015669848708814,8352.0
-1530.0,-7.977944395385741,8353.0
-1546.0,-7.939903986478365,8354.0
-1502.0,-7.901550123756897,8355.0
-1550.0,-7.862884321366206,8356.0
-1536.0,-7.823908105765879,8357.0
-1540.0,-7.784623015670212,8358.0
-1564.0,-7.745030601987385,8359.0
-1578.0,-7.705132427757919,8360.0
-1586.0,-7.664930068093505,8361.0
-1572.0,-7.624425110114511,8362.0
-1564.0,-7.5836191528872305,8363.0
-1586.0,-7.54251380736103,8364.0
-1578.0,-7.501110696304567,8365.0
-1614.0,-7.459411454241818,8366.0
-1640.0,-7.417417727387463,8367.0
-1632.0,-7.3751311735817895,8368.0
-1640.0,-7.332553462225629,8369.0
-1638.0,-7.289686274214123,8370.0
-1606.0,-7.246531301870501,8371.0
-1636.0,-7.203090248879082,8372.0
-1636.0,-7.159364830218302,8373.0
-1682.0,-7.115356772092822,8374.0
-1684.0,-7.071067811865471,8375.0
-1644.0,-7.026499697988568,8376.0
-1688.0,-6.98165418993478,8377.0
-1684.0,-6.936533058128081,8378.0
-1666.0,-6.891138083873493,8379.0
-1702.0,-6.845471059286923,8380.0
-1684.0,-6.799533787224206,8381.0
-1718.0,-6.753328081210235,8382.0
-1662.0,-6.706855765367167,8383.0
-1720.0,-6.6601186743425655,8384.0
-1698.0,-6.613118653236545,8385.0
-1770.0,-6.56585755752962,8386.0
-1700.0,-6.518337253008819,8387.0
-1798.0,-6.470559615694452,8388.0
-1742.0,-6.422526531765827,8389.0
-1778.0,-6.374239897486911,8390.0
-1804.0,-6.325701619131234,8391.0
-1794.0,-6.27691361290697,8392.0
-1830.0,-6.227877804881176,8393.0
-1794.0,-6.17859613090337,8394.0
-1804.0,-6.129070536529823,8395.0
-1788.0,-6.079302976946087,8396.0
-1858.0,-6.029295416890255,8397.0
-1860.0,-5.979049830575171,8398.0
-1832.0,-5.928568201610607,8399.0
-1904.0,-5.87785252292472,8400.0
-1866.0,-5.826904796685839,8401.0
-1896.0,-5.7757270342227285,8402.0
-1912.0,-5.724321255945936,8403.0
-1912.0,-5.672689491267566,8404.0
-1876.0,-5.62083377852134,8405.0
-1936.0,-5.568756164881888,8406.0
-1936.0,-5.5164587062842845,8407.0
-1942.0,-5.463943467342646,8408.0
-1988.0,-5.411212521268807,8409.0
-1966.0,-5.358267949790047,8410.0
-2008.0,-5.305111843067395,8411.0
-2052.0,-5.251746299612985,8412.0
-2034.0,-5.198173426207097,8413.0
-2026.0,-5.1443953378151,8414.0
-2064.0,-5.090414157503721,8415.0
-2048.0,-5.036232016357589,8416.0
-2048.0,-4.981851053394862,8417.0
-2094.0,-4.927273415482965,8418.0
-2078.0,-4.872501257253345,8419.0
-2102.0,-4.817536741017209,8420.0
-2100.0,-4.76238203667942,8421.0
-2126.0,-4.707039321653327,8422.0
-2110.0,-4.651510780774556,8423.0
-2122.0,-4.595798606214887,8424.0
-2168.0,-4.539904997395448,8425.0
-2182.0,-4.483832160900401,8426.0
-2242.0,-4.427582310389066,8427.0
-2220.0,-4.371157666509351,8428.0
-2254.0,-4.314560456809647,8429.0
-2306.0,-4.257792915650756,8430.0
-2246.0,-4.200857284118063,8431.0
-2282.0,-4.143755809932814,8432.0
-2292.0,-4.086490747363499,8433.0
-2286.0,-4.029064357136606,8434.0
-2290.0,-3.971478906347887,8435.0
-2342.0,-3.913736668372076,8436.0
-2350.0,-3.8558399227739883,8437.0
-2376.0,-3.7977909552180042,8438.0
-2376.0,-3.7395920573780344,8439.0
-2354.0,-3.68124552684678,8440.0
-2376.0,-3.622753667045428,8441.0
-2402.0,-3.5641187871324487,8442.0
-2424.0,-3.505343201912635,8443.0
-2406.0,-3.4464292317452525,8444.0
-2426.0,-3.3873792024529665,8445.0
-2426.0,-3.328195445229889,8446.0
-2440.0,-3.2688802965494173,8447.0
-2410.0,-3.209436098072125,8448.0
-2454.0,-3.149865196553048,8449.0
-2436.0,-3.0901699437494443,8450.0
-2456.0,-3.0303526963278147,8451.0
-2464.0,-2.970415815770395,8452.0
-2464.0,-2.910361668282734,8453.0
-2470.0,-2.8501926246998144,8454.0
-2470.0,-2.7899110603923156,8455.0
-2458.0,-2.729519355173245,8456.0
-2476.0,-2.6690198932037172,8457.0
-2484.0,-2.6084150628989695,8458.0
-2488.0,-2.547707256833791,8459.0
-2472.0,-2.4868988716486244,8460.0
-2480.0,-2.42599230795412,8461.0
-2482.0,-2.364989970237262,8462.0
-2488.0,-2.303894266765959,8463.0
-2490.0,-2.2427076094938347,8464.0
-2492.0,-2.1814324139654175,8465.0
-2490.0,-2.1200710992205076,8466.0
-2492.0,-2.058626087698813,8467.0
-2488.0,-1.997099805144178,8468.0
-2496.0,-1.9354946805086795,8469.0
-2494.0,-1.8738131458572924,8470.0
-2496.0,-1.8120576362713887,8471.0
-2500.0,-1.7502305897527441,8472.0
-2494.0,-1.6883344471273616,8473.0
-2492.0,-1.6263716519488276,8474.0
-2498.0,-1.564344650402269,8475.0
-2494.0,-1.50225589120764,8476.0
-2496.0,-1.44010782552256,8477.0
-2494.0,-1.3779029068464579,8478.0
-2498.0,-1.3156435909228712,8479.0
-2494.0,-1.2533323356430572,8480.0
-2496.0,-1.1909716009486808,8481.0
-2488.0,-1.1285638487348395,8482.0
-2494.0,-1.0661115427525902,8483.0
-2490.0,-1.0036171485121086,8484.0
-2496.0,-0.9410831331852128,8485.0
-2492.0,-0.87851196550747,8486.0
-2500.0,-0.8159061156816529,8487.0
-2496.0,-0.7532680552793733,8488.0
-2498.0,-0.6906002571440726,8489.0
-2500.0,-0.6279051952931167,8490.0
-2500.0,-0.5651853448202676,8491.0
-2496.0,-0.5024431817976863,8492.0
-2498.0,-0.43968118317875016,8493.0
-2500.0,-0.37690182669941497,8494.0
-2500.0,-0.31410759078132094,8495.0
-2498.0,-0.2513009544333812,8496.0
-2498.0,-0.18848439715412757,8497.0
-2498.0,-0.1256603988335403,8498.0
-2498.0,-0.06283143965557211,8499.0
-2496.0,4.901063119135766e-14,8500.0
-2500.0,0.06283143965559909,8501.0
-2494.0,0.12566039883342517,8502.0
-2500.0,0.18848439715401247,8503.0
-2496.0,0.2513009544333371,8504.0
-2498.0,0.31410759078127687,8505.0
-2498.0,0.3769018266992999,8506.0
-2500.0,0.43968118317863514,8507.0
-2494.0,0.5024431817977133,8508.0
-2498.0,0.5651853448202946,8509.0
-2498.0,0.6279051952930726,8510.0
-2500.0,0.6906002571440285,8511.0
-2496.0,0.7532680552792583,8512.0
-2494.0,0.8159061156815383,8513.0
-2496.0,0.878511965507426,8514.0
-2496.0,0.9410831331851689,8515.0
-2498.0,1.0036171485121352,8516.0
-2498.0,1.066111542752617,8517.0
-2496.0,1.1285638487347252,8518.0
-2500.0,1.1909716009486369,8519.0
-2496.0,1.2533323356430135,8520.0
-2500.0,1.315643590922757,8521.0
-2498.0,1.377902906846344,8522.0
-2498.0,1.4401078255225164,8523.0
-2496.0,1.5022558912075965,8524.0
-2496.0,1.5643446504022958,8525.0
-2496.0,1.6263716519488542,8526.0
-2492.0,1.688334447127248,8527.0
-2494.0,1.750230589752701,8528.0
-2490.0,1.8120576362713452,8529.0
-2494.0,1.8738131458572491,8530.0
-2496.0,1.9354946805085667,8531.0
-2488.0,1.9970998051440652,8532.0
-2490.0,2.058626087698839,8533.0
-2480.0,2.120071099220603,8534.0
-2478.0,2.1814324139653745,8535.0
-2484.0,2.2427076094937224,8536.0
-2488.0,2.3038942667658473,8537.0
-2490.0,2.364989970237219,8538.0
-2478.0,2.4259923079540773,8539.0
-2488.0,2.4868988716485125,8540.0
-2486.0,2.5477072568338173,8541.0
-2486.0,2.6084150628989953,8542.0
-2484.0,2.6690198932038123,8543.0
-2474.0,2.729519355173202,8544.0
-2484.0,2.7899110603922725,8545.0
-2474.0,2.850192624699704,8546.0
-2478.0,2.9103616682826914,8547.0
-2466.0,2.9704158157703526,8548.0
-2466.0,3.0303526963277734,8549.0
-2464.0,3.09016994374947,8550.0
-2444.0,3.149865196553074,8551.0
-2434.0,3.209436098072016,8552.0
-2442.0,3.2688802965493755,8553.0
-2454.0,3.3281954452298472,8554.0
-2418.0,3.3873792024528577,8555.0
-2440.0,3.4464292317451446,8556.0
-2420.0,3.5053432019125936,8557.0
-2402.0,3.56411878713254,8558.0
-2394.0,3.622753667045453,8559.0
-2428.0,3.6812455268467392,8560.0
-2372.0,3.7395920573779273,8561.0
-2352.0,3.7977909552179634,8562.0
-2366.0,3.855839922773947,8563.0
-2370.0,3.913736668372035,8564.0
-2326.0,3.9714789063477807,8565.0
-2348.0,4.0290643571366305,8566.0
-2334.0,4.0864907473635235,8567.0
-2308.0,4.143755809932903,8568.0
-2260.0,4.200857284118023,8569.0
-2252.0,4.2577929156506515,8570.0
-2226.0,4.314560456809543,8571.0
-2216.0,4.371157666509312,8572.0
-2222.0,4.427582310389026,8573.0
-2184.0,4.483832160900299,8574.0
-2182.0,4.539904997395472,8575.0
-2188.0,4.5957986062149105,8576.0
-2138.0,4.651510780774518,8577.0
-2176.0,4.707039321653288,8578.0
-2162.0,4.762382036679319,8579.0
-2152.0,4.817536741017109,8580.0
-2140.0,4.872501257253306,8581.0
-2078.0,4.927273415482927,8582.0
-2108.0,4.981851053394885,8583.0
-2072.0,5.036232016357612,8584.0
-2068.0,5.090414157503622,8585.0
